FIPS,PST045211,POP010210,POP050210,POP010200,AGE115210,AGE275210,AGE765210,SEX205210,RHI105210,RHI205210,RHI305210,RHI405210,RHI505210,RHI605210,RHI705210,RHI805210,POP715210,POP645210,POP815210,EDU635210,EDU685210,VET605210,LFE305210,HSG030210,HSG445210,HSG096210,HSG495210,HSD410210,HSD310210,INC910210,INC110210,PVY020210,BZA010209,BZA110209,BZA115209,NES010209,SBO001207,SBO315207,SBO115207,SBO215207,SBO515207,SBO415207,SBO015207,MAN450207,WTN220207,RTN130207,RTN131207,AFN120207,BPS030210,FED110209,LND110210,POP060210
02013,0,3141,16.5,2697,3.9,11.8,4.9,33.4,21.0,7.0,27.9,36.0,0.6,4.9,12.3,13.5,60.7,72.2,80.7,64.1,9.6,59,4.3,747,59.2,11.8,121600,267,2.75,22279,54375,10.4,59,0,0.0,269,188,0.0,71.8,0.0,0.0,0.0,0.0,0,0,9326,3309,0,0,13979,6981.94,0.4
02016,0,5561,1.8,5465,3.7,14.7,3.5,33.1,36.0,6.0,15.4,28.9,1.9,5.6,13.1,31.4,69.0,54.4,64.1,70.4,9.0,484,4.6,1929,36.3,30.9,163400,521,2.74,29920,72917,12.6,121,4953,20.5,294,285,0.0,0.0,0.0,0.0,0.0,26.3,634809,62073,46785,9823,14684,8,57275,4390.28,1.3
02020,0,291826,12.1,260283,7.5,26.0,7.2,49.2,66.0,5.6,7.9,8.1,2.0,8.1,7.6,62.6,77.0,9.2,16.3,91.9,33.0,30779,18.2,113032,61.7,35.3,269500,104315,2.66,34678,73004,7.9,8432,144656,28.3,18307,26726,2.5,5.7,5.3,0.0,3.1,30.2,0,2914025,4482714,16096,933301,480,4358145,1704.68,171.2
02050,0,17013,6.3,16006,10.6,36.5,6.1,47.7,11.1,0.4,82.9,0.9,0.2,4.2,1.1,10.9,81.9,0.6,68.7,78.4,13.9,770,7.0,5919,61.3,13.9,153400,4291,3.88,18584,52214,18.6,202,3471,-0.1,984,1238,0.0,54.7,0.0,0.0,0.0,20.8,0,3454,96755,5658,4091,10,340871,40570.00,0.4
02060,0,997,-20.7,1258,4.8,22.6,8.3,45.8,48.2,0.0,33.5,0.8,0.3,16.8,2.4,47.7,77.7,0.8,3.6,90.6,15.9,103,8.7,969,56.6,13.4,171100,410,2.56,31260,84000,5.0,67,302,-27.1,261,250,0.0,0.0,0.0,0.0,0.0,0.0,0,0,12785,12823,13278,1,59364,503.84,2.0
02068,0,1826,-3.5,1893,6.2,22.5,7.5,45.1,89.6,0.5,3.6,1.0,0.1,4.4,2.3,88.4,85.4,4.9,4.2,95.7,27.5,155,12.8,1771,60.7,14.1,174000,428,2.21,42245,72500,4.6,100,522,61.6,176,316,0.0,0.0,0.0,0.0,0.0,0.0,0,0,11046,6120,37099,0,78281,12751.41,0.1
02070,0,4847,-1.5,4922,9.3,32.9,7.6,47.6,18.1,0.2,71.6,0.7,0.1,9.0,2.1,17.6,85.1,1.5,35.1,82.6,20.2,206,9.2,2427,60.7,14.1,199100,1408,3.42,22597,60800,18.1,101,1256,6.1,809,789,0.0,58.3,0.0,0.0,0.0,9.1,0,0,42742,8612,7197,0,55276,18568.78,0.3
02090,0,97581,17.8,82840,8.1,25.6,6.5,47.2,77.0,4.5,7.0,2.7,0.4,6.8,5.8,74.1,74.7,5.1,10.9,92.9,27.1,11448,18.0,41783,59.8,26.2,206800,34596,2.63,30395,66598,7.6,2445,26479,22.5,5147,6481,2.0,3.8,3.4,0.0,2.3,32.5,0,0,1574267,16072,221600,42,1644275,7338.21,13.3
02100,0,2508,4.8,2392,5.1,19.9,13.8,49.2,83.2,0.4,9.2,0.6,0.0,5.9,1.9,82.2,90.5,0.6,1.5,94.0,33.1,324,12.9,1631,74.5,13.2,205400,744,2.22,27979,47981,7.2,128,590,16.4,389,489,0.0,0.0,0.0,0.0,0.0,37.2,0,0,16185,6991,6351,6,28489,2318.60,1.1
02105,0,2150,-37.4,3436,5.8,19.7,13.4,45.8,47.2,0.4,41.4,0.6,0.0,10.2,3.6,46.2,85.7,2.3,14.4,87.6,27.9,229,9.7,1771,64.0,8.6,184200,1004,2.02,24932,43750,15.9,186,447,-24.5,427,718,0.0,0.0,0.0,0.0,0.0,20.8,0,0,52012,23610,20660,4,51936,7524.92,0.3
02110,0,31275,1.8,30711,6.3,23.5,8.4,49.0,69.7,0.9,11.8,6.1,0.7,9.5,5.1,67.4,78.7,6.9,10.9,95.3,34.7,2564,15.3,13055,64.0,32.2,291600,12005,2.52,34923,75517,6.5,1107,10800,7.6,2459,3500,1.0,5.2,3.6,0.0,0.0,26.5,0,0,465334,15235,86874,53,1175633,2701.93,11.6
02122,0,55400,11.5,49691,6.3,23.7,11.3,47.6,84.6,0.5,7.4,1.1,0.2,5.6,3.0,82.8,81.9,3.3,10.0,92.1,22.4,5622,18.4,30578,72.7,12.0,193000,22303,2.35,29127,57454,9.5,1944,13155,16.0,6009,8698,0.0,0.0,0.9,0.0,0.0,0.0,0,193745,666923,12527,131217,89,360397,16075.33,3.4
02130,0,13477,-4.2,14070,6.7,23.9,10.1,48.7,68.1,0.6,14.2,7.0,0.2,9.3,4.0,66.2,77.1,7.2,11.1,92.5,24.2,1348,14.2,6166,59.1,36.7,242500,5629,2.36,29520,61695,8.3,568,4686,-7.9,1247,1472,0.0,2.4,3.0,0.0,0.0,16.4,0,0,268880,20488,45557,17,809321,4858.41,2.8
02150,0,13592,-2.3,13913,8.5,28.6,6.7,47.0,55.3,0.7,13.2,19.6,0.6,7.6,7.3,52.5,79.1,16.5,23.8,87.7,21.8,1467,13.4,5303,59.2,25.9,182100,4409,2.76,26413,60776,10.9,471,4177,-4.4,1467,1847,0.0,21.5,0.0,0.0,8.8,0.0,0,0,108173,8274,26252,17,172657,6549.58,2.1
02164,0,1631,-10.5,1823,8.5,30.2,7.8,47.3,23.3,0.6,65.1,0.4,0.3,10.1,2.6,22.2,86.9,1.8,14.7,78.0,13.5,77,6.3,1502,75.0,2.5,156400,492,3.30,15161,40909,21.4,48,138,-16.4,312,371,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,17199,23652.01,0.1
02170,0,88995,50.0,59322,7.8,28.9,7.9,48.3,84.9,1.0,5.5,1.2,0.2,6.5,3.7,82.8,83.8,3.2,5.7,91.8,20.8,9163,33.4,41329,79.2,10.1,212000,29361,2.81,27910,67703,9.9,1939,14869,54.2,6014,7646,0.0,4.1,1.0,0.0,0.0,25.7,0,136960,853888,10362,113679,53,434891,24607.90,3.6
02180,0,9492,3.2,9196,10.7,34.3,6.4,46.7,16.4,0.3,75.8,1.0,0.1,6.2,1.2,15.9,81.7,1.1,27.9,83.8,14.9,693,5.9,4008,56.2,17.4,144600,2693,3.31,20549,53899,24.6,155,2160,19.9,435,629,0.0,45.2,0.0,0.0,0.0,0.0,0,0,63167,6785,10198,1,246246,22961.76,0.4
02185,0,9430,27.7,7385,7.9,23.9,4.3,37.4,33.4,1.0,54.1,4.5,1.1,5.2,2.6,32.4,82.9,3.4,48.6,73.8,13.5,489,5.4,2500,48.3,24.9,135800,1976,4.47,22109,68517,11.8,140,2790,42.5,278,263,0.0,11.4,0.0,0.0,0.0,11.8,0,135221,70105,10574,56347,12,78974,88695.41,0.1
02188,0,7523,4.4,7208,11.7,35.3,6.0,46.4,11.2,0.5,81.4,0.6,0.2,6.0,0.8,11.0,80.2,1.2,35.1,79.6,12.5,458,7.4,2707,53.7,19.4,129000,1802,3.88,21278,55217,19.7,70,1707,9.3,235,189,0.0,51.9,0.0,0.0,0.0,39.7,0,0,41576,5599,0,4,97176,35572.58,0.2
02195,0,3815,-42.9,6684,6.0,23.4,11.5,48.0,71.1,0.4,16.1,2.6,0.2,8.5,3.4,69.4,86.7,2.5,6.6,95.5,27.4,455,8.5,1994,76.7,9.5,195300,1559,2.41,30971,62317,9.7,259,1519,-7.7,1212,1395,0.0,0.0,0.0,0.0,0.0,22.2,128982,20426,68451,17606,8300,5,58260,3281.98,1.2
02198,0,5559,-9.6,6146,7.5,25.6,10.1,44.8,50.4,0.3,39.7,0.4,0.4,8.5,2.3,49.6,79.5,2.4,5.0,88.4,17.8,585,14.2,2992,69.0,9.7,152100,2386,2.29,24193,45728,14.0,139,702,-36.6,530,905,0.0,15.8,0.0,0.0,0.0,9.1,0,0,41561,7514,10917,4,56974,3922.87,1.4
02220,0,8881,0.5,8835,7.0,23.5,11.4,49.5,65.3,0.5,16.8,6.0,0.3,9.8,4.9,63.5,80.3,7.3,11.6,92.3,29.2,920,10.1,4102,55.9,24.4,309800,3729,2.36,29982,62024,7.0,391,3424,20.1,1195,1938,0.0,12.8,0.0,0.0,0.0,16.3,0,0,94916,10875,27072,13,99421,2870.34,3.1
02230,0,968,0.0,0,5.1,15.7,9.1,48.3,91.4,0.0,3.5,0.5,0.1,4.0,2.2,90.1,72.3,14.1,20.1,95.3,32.3,98,4.6,636,59.1,27.2,253700,386,2.27,35536,73500,10.8,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,452.33,2.1
02240,0,7029,13.8,6174,6.9,26.3,9.4,44.3,80.4,1.1,11.5,0.9,0.3,4.9,3.3,78.7,74.9,5.1,15.7,91.1,20.0,1096,16.6,3915,65.2,17.3,168700,2485,2.64,27657,59596,10.0,188,783,25.1,500,567,0.0,0.0,0.0,0.0,0.0,0.0,0,0,47342,6906,22181,0,141904,24768.81,0.3
02261,0,9636,-5.5,10195,6.4,24.4,8.3,46.6,74.0,0.5,13.6,3.7,0.6,7.2,3.6,72.1,75.2,4.9,7.6,92.6,23.7,1059,14.3,6102,71.8,17.6,165800,3941,2.42,30703,60383,6.9,398,2729,11.6,1335,1574,0.0,8.1,2.0,0.0,0.0,18.9,543389,81239,79692,8422,23148,19,127855,34239.88,0.3
02270,0,7459,6.1,7028,12.1,41.6,5.4,47.1,2.7,0.0,95.0,0.2,0.0,2.0,0.1,2.7,86.5,0.1,58.1,73.6,7.7,322,5.4,2183,64.8,4.1,80300,1728,4.28,11269,37955,31.4,55,556,-18.8,357,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,39514,5211,0,0,105266,17081.43,0.4
02275,0,2369,0.0,0,5.4,22.0,15.8,47.6,72.6,0.2,16.2,1.4,0.0,9.4,1.6,71.7,86.4,1.9,6.3,89.6,16.2,294,13.4,1428,78.7,11.9,163700,996,2.35,28731,50389,8.3,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,2541.48,0.9
02282,0,662,-18.1,808,6.0,24.5,9.7,45.6,42.4,0.3,35.8,4.1,1.8,15.4,2.6,40.5,88.8,2.2,13.3,90.5,17.9,65,6.3,450,61.1,12.4,151900,257,2.48,28576,65750,4.3,31,118,-58.7,138,158,0.0,0.0,0.0,0.0,0.0,25.3,0,9957,0,0,3757,2,9994,7649.46,0.1
02290,0,5588,-14.7,6551,7.9,27.8,10.2,45.8,22.2,0.2,71.4,0.3,0.1,5.6,1.2,21.8,82.7,0.9,19.1,79.5,11.5,466,7.7,4038,69.1,2.9,99500,2127,2.61,18614,33712,23.6,113,377,-34.1,351,426,0.0,56.6,0.0,0.0,0.0,33.8,0,0,41553,7151,5429,0,157083,145504.79,0.0
04000,6482505,6392017,24.6,5130632,7.1,25.5,13.8,50.3,73.0,4.1,4.6,2.8,0.2,3.4,29.6,57.8,79.8,14.2,27.1,85.0,26.3,542210,24.8,2844526,67.4,20.7,215000,2326468,2.63,25680,50448,15.3,134072,2122265,10.6,379818,491529,2.0,1.9,3.3,0.0,10.7,28.1,57977827,57573459,86758801,13637,13268514,12370,62943007,113594.08,56.3
04001,0,71518,3.0,69423,8.3,31.7,11.6,50.1,23.3,0.2,72.9,0.3,0.0,2.0,5.8,20.4,90.6,1.6,61.5,72.1,10.3,4701,26.4,32514,76.3,5.2,80900,18859,3.61,12294,30184,34.4,482,7526,15.5,2841,3732,0.0,31.0,0.0,0.0,6.2,0.0,0,18138,276872,3997,47781,48,1573639,11197.52,6.4
04003,0,131346,11.5,117755,6.5,23.0,17.3,49.0,78.5,4.2,1.2,1.9,0.3,4.0,32.4,58.5,79.7,12.3,27.0,84.8,21.4,19851,19.5,59041,69.0,12.2,154900,48935,2.51,23010,44876,15.7,2373,28407,25.2,6285,8740,2.5,0.7,2.3,0.0,15.5,33.0,181316,102250,1313671,10284,171397,347,2487123,6165.69,21.3
04005,0,134421,15.6,116320,6.7,23.6,8.9,50.4,61.7,1.2,27.3,1.4,0.1,3.1,13.5,55.2,79.6,5.7,25.2,87.0,31.1,8457,18.0,63321,61.2,18.9,257700,45478,2.73,22632,49510,18.6,3634,44916,15.4,8257,11407,0.0,7.6,2.1,0.0,5.6,31.1,1526810,475616,1691664,13273,717689,315,1230202,18618.89,7.2
04007,0,53597,4.4,51335,5.7,21.4,23.2,50.3,76.8,0.4,14.8,0.5,0.1,2.0,17.9,65.9,87.3,3.1,16.9,83.4,15.0,5942,18.9,32698,78.3,4.8,156100,19704,2.65,19600,37580,18.9,1086,11724,-9.5,3565,5250,0.0,4.3,0.0,0.0,0.0,28.7,0,0,550763,10545,106693,73,618574,4757.93,11.3
04009,0,37220,11.1,33489,8.6,28.4,11.4,46.3,72.1,1.8,14.4,0.5,0.1,2.8,30.4,52.3,84.4,5.0,22.3,81.8,13.4,2904,19.6,12980,72.0,7.7,119500,10822,2.99,15644,41683,20.0,531,10078,104.0,1330,1603,0.0,0.0,0.0,0.0,0.0,0.0,0,67967,389416,11211,34671,80,285323,4622.60,8.1
04011,0,8437,-1.3,8547,7.8,29.2,12.0,47.9,77.2,1.1,2.3,0.5,0.1,3.8,47.9,48.1,82.8,4.4,23.6,89.8,13.4,829,14.8,4372,46.9,6.1,65800,3327,2.50,21281,48696,13.5,79,545,-83.2,234,538,0.0,0.0,0.0,0.0,0.0,0.0,0,0,35595,4587,4888,4,59359,1843.13,4.6
04012,0,20489,3.9,19715,5.0,18.0,32.6,48.5,69.8,0.6,12.8,0.5,0.0,3.7,23.5,62.7,84.5,12.2,17.7,76.9,9.0,3321,14.6,16049,75.4,3.6,100000,10158,1.98,21165,32147,20.3,357,3438,-12.6,789,1241,0.0,2.7,0.0,0.0,0.0,32.0,0,65901,394370,19588,37986,16,172345,4499.63,4.6
04013,0,3817117,24.2,3072149,7.4,26.4,12.1,50.5,73.0,5.0,2.1,3.5,0.2,3.5,29.6,58.7,79.4,15.9,26.5,85.6,29.0,282952,25.7,1639279,66.3,25.1,238600,1382002,2.68,27816,55054,13.9,85789,1451978,7.2,242532,311765,2.4,1.2,3.9,0.0,9.2,27.3,40182099,49760315,58688328,15153,8408940,6703,32502698,9200.14,414.9
04015,0,200186,29.1,155032,5.5,20.6,23.3,50.0,86.9,0.9,2.2,1.1,0.2,2.7,14.8,79.6,79.3,6.4,10.7,83.0,12.0,27645,19.4,110911,71.5,9.8,170600,80361,2.44,21523,39785,16.1,3869,42107,20.8,9925,14568,1.1,2.6,1.6,0.0,4.6,25.9,1349965,423845,2837691,14489,274299,262,1422615,13311.08,15.0
04017,0,107449,10.2,97470,8.1,29.8,13.3,50.0,49.3,0.9,43.4,0.5,0.1,2.5,10.8,43.9,85.7,2.6,36.6,80.5,14.4,7964,21.8,56938,72.5,7.0,134300,35366,2.97,16745,39774,24.4,1844,18493,10.8,5073,6709,0.0,11.8,0.0,0.0,0.0,24.7,0,209493,1237467,11148,191458,140,1177146,9950.42,10.8
04019,0,980263,16.2,843746,6.4,23.0,15.4,50.9,74.3,3.5,3.3,2.6,0.2,3.7,34.6,55.3,78.8,13.2,28.2,86.8,29.6,96814,23.9,440909,64.6,22.9,198300,381880,2.46,25093,45521,16.4,20547,309243,5.4,57228,75853,1.3,1.4,3.4,0.0,14.1,30.1,10365206,3056767,11928538,11969,2135243,1938,13270204,9187.04,106.7
04021,0,375770,109.1,179727,8.0,26.5,13.9,47.5,72.4,4.6,5.6,1.7,0.4,3.8,28.5,58.7,77.7,10.5,23.3,83.7,17.9,32337,32.4,159222,77.7,6.3,164000,118826,2.56,21716,51310,13.5,3225,45025,79.2,14301,15591,3.1,1.9,0.0,0.0,12.7,27.0,2149874,450438,2033110,6718,341933,1597,1799122,5365.61,70.0
04023,0,47420,23.6,38381,7.8,30.7,13.1,52.4,73.5,0.4,0.7,0.5,0.0,2.0,82.8,16.0,91.1,33.5,81.1,70.9,17.3,2019,19.0,18010,71.0,17.6,148200,12078,3.79,16209,36519,25.2,1153,10773,6.9,3234,4599,0.6,0.0,1.6,0.0,47.1,25.0,0,0,681267,15958,67226,53,445037,1236.92,38.3
04025,0,211033,26.0,167517,5.0,19.1,24.1,51.0,89.3,0.6,1.7,0.8,0.1,2.5,13.6,82.0,81.8,7.2,11.2,89.4,23.7,29228,21.7,110432,72.5,11.0,231000,89109,2.30,25527,43290,13.7,5875,53702,16.6,16666,23563,0.0,0.8,1.0,0.0,6.9,25.4,763989,831416,2695406,12714,456458,339,1615727,8123.50,26.0
04027,0,195751,22.3,160026,7.7,28.2,15.7,49.9,70.4,2.0,1.6,1.2,0.2,3.8,59.7,35.3,81.7,25.6,50.2,71.6,13.3,17246,19.1,87850,69.6,12.5,142400,69563,2.65,18418,40340,20.9,3029,42617,36.4,7558,10158,0.0,2.4,2.1,0.0,33.9,29.8,891604,0,2004643,10596,271852,455,1651299,5513.99,35.5
05000,2937979,2915918,9.1,2673400,6.8,24.4,14.4,50.9,77.0,15.4,0.8,1.2,0.2,2.0,6.4,74.5,81.8,4.3,6.7,81.9,19.1,249621,21.1,1316299,67.7,15.2,102300,1117154,2.50,21274,39267,18.0,65451,970748,-2.0,186748,238994,5.5,1.1,1.4,0.1,2.3,24.5,60735582,29659789,32974282,11602,3559795,7177,28025429,52035.48,56.0
05001,0,19019,-8.3,20749,6.0,23.3,16.4,51.5,71.8,24.5,0.2,0.5,0.0,1.3,2.7,71.0,81.0,1.6,3.0,79.4,14.3,1599,14.7,9436,64.4,10.9,78900,8202,2.28,22142,37230,18.9,544,8293,0.2,1204,1791,0.0,0.0,0.0,0.0,0.0,29.4,1702196,134593,286337,14825,15452,17,240068,988.77,19.2
05003,0,21853,-9.7,24209,6.5,24.4,16.2,51.5,69.3,25.8,0.3,0.2,0.0,1.1,4.9,68.2,85.3,2.0,4.0,81.1,13.7,1584,18.6,10137,72.4,8.5,62100,8901,2.46,18779,34934,18.5,455,6810,-20.9,1030,1486,0.0,0.0,0.0,0.0,0.0,19.4,0,107302,170779,7673,15276,0,215103,925.35,23.6
05005,0,41513,8.1,38386,4.9,18.1,28.1,51.8,96.9,0.2,0.6,0.4,0.0,1.5,1.7,96.0,81.8,1.9,2.7,83.7,14.5,6248,17.1,22580,76.6,10.1,118400,18744,2.17,21513,35606,15.5,1121,11156,-6.2,3168,4635,0.0,0.0,0.6,0.0,0.0,22.8,550061,0,486791,11633,60260,17,392298,554.28,74.9
05007,0,221339,44.3,153406,8.1,27.9,12.2,50.7,82.6,1.3,1.7,2.9,0.3,2.7,15.5,76.6,80.9,9.5,14.8,84.2,25.9,16837,20.8,93084,70.1,15.6,155000,78947,2.63,25186,50434,11.7,5325,92837,37.6,14079,18799,0.9,1.3,2.3,0.0,5.2,23.7,0,0,2390591,11332,295747,769,923179,847.36,261.2
05009,0,36903,8.7,33948,6.1,23.3,18.1,51.0,96.5,0.2,0.7,0.4,0.1,1.8,1.8,95.2,83.3,1.0,2.3,83.8,14.5,3417,19.7,16827,72.7,12.1,105700,14317,2.53,20507,36977,16.0,870,12094,-13.4,2908,3748,0.0,0.0,0.0,0.0,0.0,29.3,0,0,466894,12738,41893,71,296431,590.23,62.5
05011,0,11508,-8.7,12600,6.7,23.3,17.7,51.5,60.3,27.6,0.5,0.2,0.0,1.3,13.2,58.0,85.0,6.8,11.2,69.4,12.7,729,17.2,5860,70.2,8.0,64800,4877,2.24,18845,29908,30.4,267,2670,-14.2,517,640,0.0,0.0,0.0,0.0,4.2,0.0,176955,42794,71522,5978,6240,1,123471,649.23,17.7
05013,0,5368,-6.5,5744,4.9,20.5,17.2,49.3,74.5,22.2,0.3,0.2,0.0,1.4,2.8,73.4,90.7,1.4,3.9,77.8,6.6,512,26.1,2897,82.1,2.4,51700,2123,2.60,16457,32450,11.9,77,553,-31.5,231,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,17859,3263,802,1,268464,628.58,8.5
05015,0,27446,8.2,25357,5.9,22.5,18.7,50.7,89.6,0.4,0.9,0.6,0.1,2.3,12.7,84.0,83.8,7.3,11.4,79.0,17.4,2653,19.1,13559,69.5,11.6,119500,11437,2.28,19743,34235,17.2,733,8061,-4.9,2566,3078,0.0,0.0,0.0,0.0,0.0,19.1,0,24110,265358,9728,53966,10,185213,630.09,43.6
05017,0,11800,-16.4,14117,6.9,23.1,18.2,50.9,41.2,54.1,0.2,0.5,0.0,0.8,4.6,40.3,87.3,2.3,4.3,69.3,12.6,934,21.0,5421,69.6,10.0,50700,4705,2.40,14668,21676,34.1,232,2360,-26.8,521,916,12.2,0.0,0.0,0.0,0.0,25.1,0,120552,67030,5446,6074,5,192851,644.30,18.3
05019,0,22995,-2.3,23546,5.4,19.5,14.8,52.3,71.8,23.5,0.4,0.5,0.0,1.5,4.0,70.4,78.9,2.2,4.2,83.1,21.7,1828,21.0,10385,67.6,15.9,78900,8348,2.31,17186,31968,23.8,525,7592,-8.2,1220,1689,0.0,0.0,0.0,0.0,0.0,26.8,433867,0,247757,10461,32727,13,210392,866.07,26.6
05021,0,16083,-8.7,17609,5.6,22.3,20.0,51.1,97.5,0.3,0.3,0.1,0.0,1.3,1.3,96.9,87.1,0.4,1.2,73.1,8.8,1372,22.6,8031,74.0,8.1,59800,6787,2.40,18892,29066,18.7,298,3146,-40.4,894,1109,0.0,0.0,0.0,0.0,0.0,25.2,111760,116882,132637,8255,6345,12,186757,639.47,25.2
05023,0,25970,8.0,24046,5.3,19.9,23.6,50.8,96.8,0.3,0.5,0.2,0.0,1.4,2.0,95.9,82.6,1.4,2.2,79.1,13.8,3483,23.9,15826,77.9,5.7,110000,10755,2.31,20371,35753,17.4,633,5955,3.5,2207,3180,0.0,0.0,0.0,0.0,0.0,27.1,205550,54394,282382,11169,29180,16,232506,553.69,46.9
05025,0,8689,1.4,8571,6.8,24.8,16.3,50.7,85.8,12.2,0.3,0.1,0.0,0.7,1.7,85.1,92.9,0.3,0.8,85.9,14.0,535,26.2,4064,78.0,3.1,66900,3309,2.65,19481,36957,15.1,88,430,-45.6,385,297,0.0,0.0,0.0,0.0,0.0,0.0,0,1230,12265,1404,0,0,65992,597.78,14.5
05027,0,24552,-4.1,25603,6.0,22.8,16.0,52.3,59.9,36.9,0.3,0.7,0.0,1.0,2.2,59.2,83.9,2.3,3.2,83.7,20.8,1710,17.9,11596,69.8,11.4,76700,9895,2.35,20110,35148,22.9,582,7448,-15.8,1191,1859,0.0,0.0,0.0,0.0,0.0,23.1,1164275,0,197935,8143,21775,8,238163,766.05,32.1
05029,0,21273,4.6,20336,6.6,24.2,16.9,50.5,84.2,11.2,0.7,0.4,0.0,2.0,3.6,82.4,87.3,1.9,2.7,82.7,13.8,2149,23.8,9720,75.8,6.3,82100,8235,2.55,19909,32700,17.0,416,5345,-6.1,1360,1876,0.0,0.0,0.0,0.0,0.0,16.9,432551,124901,270351,13074,16218,8,189584,552.25,38.5
05031,0,96443,17.4,82148,7.3,25.0,12.2,51.2,81.2,13.1,0.4,1.1,0.0,1.8,4.4,79.6,77.0,3.2,4.7,83.3,23.1,6670,17.8,40515,61.2,20.0,107300,35864,2.52,21728,39233,19.4,2417,36484,6.7,6463,8387,0.0,0.0,1.2,0.0,1.3,0.0,1830332,605938,1440936,15768,146652,590,652407,707.21,136.4
05033,0,61948,16.3,53247,6.9,26.4,13.3,50.7,89.1,1.2,2.2,1.4,0.0,2.9,6.1,86.8,82.5,3.8,5.9,77.4,13.0,5557,21.1,26115,73.0,10.8,98800,22882,2.65,18715,40197,18.3,1071,20842,24.3,3741,4489,0.0,1.7,1.1,0.0,1.8,21.5,847991,0,452539,7666,53249,104,415944,593.09,104.4
05035,0,50902,0.1,50866,8.0,29.1,10.8,52.5,46.1,51.2,0.3,0.6,0.0,1.1,2.0,45.2,76.5,1.0,2.4,76.3,14.2,3376,21.1,21489,58.2,23.1,101100,18717,2.67,18241,33716,27.4,880,13652,-13.5,2962,3399,22.6,0.9,3.4,0.0,0.0,25.2,701251,795836,750517,14399,65142,42,477663,609.76,83.5
05037,0,17870,-8.5,19526,6.3,25.1,15.4,51.8,75.5,22.2,0.3,0.5,0.0,1.0,1.5,74.7,86.1,0.2,1.0,76.1,12.6,1293,23.1,7853,70.7,11.3,75800,6638,2.69,18248,37021,16.7,387,4209,-9.5,1374,1589,0.0,0.0,0.0,0.0,0.0,26.3,0,174748,185706,9970,12504,8,164284,616.38,29.0
05039,0,8116,-11.9,9210,5.8,23.6,18.2,51.0,55.2,41.9,0.4,0.1,0.0,1.3,2.3,54.1,84.5,0.2,1.6,80.3,12.4,440,19.6,4305,70.5,7.9,59200,3160,2.39,16457,29602,17.7,213,2980,6.0,409,459,9.6,0.0,0.0,0.0,0.0,12.9,184521,10852,79676,9727,4648,5,113949,667.39,12.2
05041,0,13008,-15.2,15341,7.6,26.0,15.1,53.1,47.9,47.8,0.3,0.3,0.0,0.9,4.4,46.8,83.7,1.9,3.1,72.5,13.6,753,21.4,6261,59.1,17.2,55500,5302,2.52,17582,29051,27.6,338,3565,-13.6,698,840,0.0,0.0,0.0,0.0,0.0,27.4,400820,230922,119201,8691,9790,2,161758,768.15,16.9
05043,0,18509,-1.1,18723,6.3,23.6,14.8,51.5,68.8,27.8,0.2,0.5,0.0,1.2,2.5,68.0,83.8,1.7,3.7,80.6,19.4,1466,22.2,8408,67.5,7.7,73100,7383,2.39,18903,32558,23.6,409,4482,-41.7,975,1460,6.4,0.0,0.0,0.0,0.0,0.0,156135,87552,198993,10645,19657,86,161003,828.36,22.3
05045,0,113237,31.6,86014,7.0,24.5,10.0,50.9,84.3,10.2,0.6,1.1,0.0,2.0,3.9,82.4,77.5,3.6,4.7,87.4,26.4,7962,24.8,46612,66.4,17.3,127500,40928,2.53,22811,45287,15.3,2309,32292,10.3,7291,9464,4.5,0.0,0.7,0.0,3.6,24.4,1587628,266098,1227650,11730,137881,1070,583777,647.88,174.8
05047,0,18125,2.0,17771,6.6,24.4,16.6,50.5,95.0,0.7,1.0,0.9,0.1,1.7,2.0,93.8,88.4,1.0,2.8,82.6,11.6,1686,24.6,8021,78.8,4.7,81400,6741,2.69,18010,32064,17.8,279,3202,1.8,1029,1139,0.0,0.0,0.0,0.0,0.0,19.6,327694,3128,140227,7748,10416,8,174846,608.86,29.8
05049,0,12245,5.2,11642,5.6,21.2,22.4,51.0,96.8,0.3,0.6,0.2,0.0,1.7,0.8,96.4,90.3,0.4,0.6,79.4,9.7,1342,24.0,6778,79.6,3.4,78200,4823,2.47,17067,30598,20.3,179,1405,10.2,759,1047,0.0,0.0,0.0,0.0,0.0,21.9,0,8179,42434,3598,5299,0,108025,618.19,19.8
05051,0,96024,9.0,88068,5.6,20.9,20.9,51.5,86.4,7.9,0.6,0.7,0.0,2.3,4.8,84.0,82.1,4.3,6.7,85.0,20.2,11237,22.3,50548,70.1,16.7,126900,40146,2.33,22786,36844,17.7,2738,31558,2.0,7576,10369,2.0,0.9,0.0,0.0,2.3,22.8,661675,0,1443438,14958,203277,38,976403,677.78,141.7
